package,dependency,version
@eslint/eslintrc,import-fresh,^3.2.1
@eslint/eslintrc,js-yaml,^4.1.0
@eslint/eslintrc,minimatch,^3.1.2
@eslint/eslintrc,strip-json-comments,^3.1.1
postcss-merge-idents,postcss-value-parser,^4.2.0
postcss-merge-idents,cssnano-utils,^5.0.0
qs,side-channel,^1.0.6
postcss-reduce-idents,postcss-value-parser,^4.2.0
jest-util,chalk,^4.0.0
jest-util,ci-info,^3.2.0
jest-util,picomatch,^2.2.3
jest-util,@jest/types,^29.6.3
jest-util,@types/node,*
jest-util,graceful-fs,^4.2.9
uploadthing,effect,3.10.3
uploadthing,@effect/platform,0.69.8
uploadthing,@uploadthing/shared,7.1.0
uploadthing,@uploadthing/mime-types,0.3.1
@jest/types,chalk,^4.0.0
@jest/types,@types/node,*
@jest/types,@types/yargs,^17.0.8
@jest/types,@jest/schemas,^29.6.3
@jest/types,@types/istanbul-reports,^3.0.0
@jest/types,@types/istanbul-lib-coverage,^2.0.0
postcss-discard-unused,postcss-selector-parser,^6.1.2
@stdlib/utils-library-manifest,@stdlib/fs-resolve-parent-path,^0.2.1
@stdlib/utils-library-manifest,@stdlib/utils-convert-path,^0.2.1
@stdlib/utils-library-manifest,debug,^2.6.9
@stdlib/utils-library-manifest,resolve,^1.1.7
@jest/transform,chalk,^4.0.0
@jest/transform,slash,^3.0.0
@jest/transform,pirates,^4.0.4
@jest/transform,jest-util,^29.7.0
@jest/transform,micromatch,^4.0.4
@jest/transform,@babel/core,^7.11.6
@jest/transform,@jest/types,^29.6.3
@jest/transform,graceful-fs,^4.2.9
@jest/transform,jest-haste-map,^29.7.0
@jest/transform,jest-regex-util,^29.6.3
@jest/transform,write-file-atomic,^4.0.2
@jest/transform,convert-source-map,^2.0.0
@jest/transform,babel-plugin-istanbul,^6.1.1
@jest/transform,@jridgewell/trace-mapping,^0.3.18
@jest/transform,fast-json-stable-stringify,^2.1.0
@jest/environment,jest-mock,^29.7.0
@jest/environment,@jest/types,^29.6.3
@jest/environment,@types/node,*
@jest/environment,@jest/fake-timers,^29.7.0
wrap-ansi,ansi-styles,^6.2.1
wrap-ansi,string-width,^7.0.0
wrap-ansi,strip-ansi,^7.1.0
@jest/globals,jest-mock,^29.7.0
@jest/globals,@jest/types,^29.6.3
@jest/globals,@jest/expect,^29.7.0
@jest/globals,@jest/environment,^29.7.0
string-width,emoji-regex,^10.3.0
string-width,get-east-asian-width,^1.0.0
string-width,strip-ansi,^7.1.0
jscs-jsdoc,comment-parser,^0.3.1
jscs-jsdoc,jsdoctypeparser,~1.2.0
widest-line,string-width,^7.0.0
@swagger-api/apidom-parser-adapter-workflows-json-1,@babel/runtime-corejs3,^7.20.7
@swagger-api/apidom-parser-adapter-workflows-json-1,@swagger-api/apidom-core,^1.0.0-alpha.10
@swagger-api/apidom-parser-adapter-workflows-json-1,@swagger-api/apidom-ns-workflows-1,^1.0.0-alpha.10
@swagger-api/apidom-parser-adapter-workflows-json-1,@swagger-api/apidom-parser-adapter-json,^1.0.0-alpha.10
@swagger-api/apidom-parser-adapter-workflows-json-1,@types/ramda,~0.30.0
@swagger-api/apidom-parser-adapter-workflows-json-1,ramda,~0.30.0
@swagger-api/apidom-parser-adapter-workflows-json-1,ramda-adjunct,^5.0.0
strip-ansi,ansi-regex,^6.0.1
@jest/fake-timers,jest-mock,^29.7.0
@jest/fake-timers,jest-util,^29.7.0
@jest/fake-timers,@jest/types,^29.6.3
@jest/fake-timers,@types/node,*
@jest/fake-timers,jest-message-util,^29.7.0
@jest/fake-timers,@sinonjs/fake-timers,^10.0.2
@scena/dragscroll,@daybrush/utils,^1.6.0
@scena/dragscroll,@scena/event-emitter,^1.0.2
@scena/event-emitter,@daybrush/utils,^1.1.1
broccoli-plugin,broccoli-node-api,^1.7.0
broccoli-plugin,broccoli-output-wrapper,^3.2.5
broccoli-plugin,fs-merger,^3.2.1
broccoli-plugin,promise-map-series,^0.3.0
broccoli-plugin,quick-temp,^0.1.8
broccoli-plugin,rimraf,^3.0.2
broccoli-plugin,symlink-or-copy,^1.3.1
@egjs/children-differ,@egjs/list-differ,^1.0.0
@jest/test-result,@jest/types,^29.6.3
@jest/test-result,@jest/console,^29.7.0
@jest/test-result,collect-v8-coverage,^1.0.0
@jest/test-result,@types/istanbul-lib-coverage,^2.0.0
@stdlib/fs-resolve-parent-path,@stdlib/assert-has-own-property,^0.2.2
@stdlib/fs-resolve-parent-path,@stdlib/assert-is-function,^0.2.2
@stdlib/fs-resolve-parent-path,@stdlib/assert-is-plain-object,^0.2.2
@stdlib/fs-resolve-parent-path,@stdlib/assert-is-string,^0.2.2
@stdlib/fs-resolve-parent-path,@stdlib/fs-exists,^0.2.2
@stdlib/fs-resolve-parent-path,@stdlib/process-cwd,^0.2.2
@stdlib/fs-resolve-parent-path,@stdlib/string-format,^0.2.2
@stdlib/fs-resolve-parent-path,@stdlib/utils-define-nonenumerable-read-only-property,^0.2.2
@stdlib/fs-resolve-parent-path,@stdlib/error-tools-fmtprodmsg,^0.2.2
@oclif/errors,clean-stack,^3.0.0
@oclif/errors,fs-extra,^8.1
@oclif/errors,indent-string,^4.0.0
@oclif/errors,strip-ansi,^6.0.1
@oclif/errors,wrap-ansi,^7.0.0
ajv,fast-deep-equal,^3.1.3
ajv,fast-uri,^3.0.1
ajv,json-schema-traverse,^1.0.0
ajv,require-from-string,^2.0.2
lru-memoizer,lodash.clonedeep,^4.5.0
lru-memoizer,lru-cache,^11.0.1
import-fresh,parent-module,^1.0.0
import-fresh,resolve-from,^4.0.0
js-yaml,argparse,^2.0.1
jest-message-util,chalk,^4.0.0
jest-message-util,slash,^3.0.0
jest-message-util,micromatch,^4.0.4
jest-message-util,@jest/types,^29.6.3
jest-message-util,graceful-fs,^4.2.9
jest-message-util,stack-utils,^2.0.3
jest-message-util,pretty-format,^29.7.0
jest-message-util,@babel/code-frame,^7.12.13
jest-message-util,@types/stack-utils,^2.0.0
espree,acorn,^8.14.0
espree,acorn-jsx,^5.3.2
espree,eslint-visitor-keys,^4.2.0
@types/babel-generator,@types/babel-types,*
@types/ramda,types-ramda,^0.30.1
hast-util-from-html-isomorphic,@types/hast,^3.0.0
hast-util-from-html-isomorphic,hast-util-from-html,^2.0.0
hast-util-from-html-isomorphic,hast-util-from-dom,^5.0.0
hast-util-from-html-isomorphic,unist-util-remove-position,^5.0.0
cli-truncate,slice-ansi,^5.0.0
cli-truncate,string-width,^7.0.0
@stdlib/assert-is-string,@stdlib/assert-has-tostringtag-support,^0.2.2
@stdlib/assert-is-string,@stdlib/utils-define-nonenumerable-read-only-property,^0.2.2
@stdlib/assert-is-string,@stdlib/utils-native-class,^0.2.1
editions,version-range,^4.13.0
@jest/source-map,callsites,^3.0.0
@jest/source-map,graceful-fs,^4.2.9
@jest/source-map,@jridgewell/trace-mapping,^0.3.18
unset-value,has-value,^2.0.2
unset-value,isobject,^4.0.0
@babel/runtime-corejs3,core-js-pure,^3.30.2
@babel/runtime-corejs3,regenerator-runtime,^0.14.0
@stdlib/string-format,@stdlib/string-base-format-interpolate,^0.2.1
@stdlib/string-format,@stdlib/string-base-format-tokenize,^0.2.2
@stdlib/assert-is-plain-object,@stdlib/assert-has-own-property,^0.2.1
@stdlib/assert-is-plain-object,@stdlib/assert-is-function,^0.2.1
@stdlib/assert-is-plain-object,@stdlib/assert-is-object,^0.2.1
@stdlib/assert-is-plain-object,@stdlib/utils-get-prototype-of,^0.2.1
@stdlib/assert-is-plain-object,@stdlib/utils-native-class,^0.2.1
@stdlib/fs-exists,@stdlib/utils-define-nonenumerable-read-only-property,^0.2.2
@types/hast,@types/unist,*
hast-util-from-dom,@types/hast,^3.0.0
hast-util-from-dom,hastscript,^8.0.0
hast-util-from-dom,web-namespaces,^2.0.0
unist-util-remove-position,@types/unist,^3.0.0
unist-util-remove-position,unist-util-visit,^5.0.0
slice-ansi,ansi-styles,^6.2.1
slice-ansi,is-fullwidth-code-point,^5.0.0
@styled-icons/styled-icon,@babel/runtime,^7.20.7
@stdlib/utils-define-nonenumerable-read-only-property,@stdlib/utils-define-property,^0.2.3
@docsearch/react,@algolia/autocomplete-core,1.17.6
@docsearch/react,@algolia/autocomplete-preset-algolia,1.17.6
@docsearch/react,@docsearch/css,3.7.0
@docsearch/react,algoliasearch,^5.12.0
@stdlib/math-base-assert-is-infinite,@stdlib/constants-float64-ninf,^0.2.2
@stdlib/math-base-assert-is-infinite,@stdlib/constants-float64-pinf,^0.2.1
@stdlib/math-base-assert-is-infinite,@stdlib/utils-library-manifest,^0.2.1
@sigstore/bundle,@sigstore/protobuf-specs,^0.3.2
has-value,get-value,^3.0.0
has-value,has-values,^2.0.1
@stdlib/math-base-special-abs,@stdlib/constants-float64-high-word-abs-mask,^0.2.2
@stdlib/math-base-special-abs,@stdlib/math-base-napi-unary,^0.2.3
@stdlib/math-base-special-abs,@stdlib/number-float64-base-to-words,^0.2.2
@stdlib/math-base-special-abs,@stdlib/utils-library-manifest,^0.2.2
@stdlib/assert-is-function,@stdlib/utils-type-of,^0.2.1
effect,fast-check,^3.21.0
ember-truth-helpers,@embroider/addon-shim,^1.8.6
ember-truth-helpers,ember-functions-as-helper-polyfill,^2.1.2
gatsby-plugin-typography,@babel/runtime,^7.20.13
babel-plugin-codegen,@babel/runtime,^7.12.5
babel-plugin-codegen,babel-plugin-macros,^3.0.1
babel-plugin-codegen,require-from-string,^2.0.2
@mswjs/interceptors,@open-draft/deferred-promise,^2.2.0
@mswjs/interceptors,@open-draft/logger,^0.3.0
@mswjs/interceptors,@open-draft/until,^2.0.0
@mswjs/interceptors,is-node-process,^1.2.0
@mswjs/interceptors,outvariant,^1.4.3
@mswjs/interceptors,strict-event-emitter,^0.5.1
@vue/cli-plugin-eslint,@vue/cli-shared-utils,^5.0.8
@vue/cli-plugin-eslint,eslint-webpack-plugin,^3.1.0
@vue/cli-plugin-eslint,globby,^11.0.2
@vue/cli-plugin-eslint,webpack,^5.54.0
@vue/cli-plugin-eslint,yorkie,^2.0.0
ecc-jsbn,jsbn,~0.1.0
@oclif/config,@oclif/errors,^1.3.6
@oclif/config,@oclif/parser,^3.8.17
@oclif/config,debug,^4.3.4
@oclif/config,globby,^11.1.0
@oclif/config,is-wsl,^2.1.1
@oclif/config,tslib,^2.6.1
streamx,fast-fifo,^1.3.2
streamx,queue-tick,^1.0.1
streamx,text-decoder,^1.1.0
babel-plugin-macros,@babel/runtime,^7.12.5
babel-plugin-macros,cosmiconfig,^7.0.0
babel-plugin-macros,resolve,^1.19.0
@open-draft/logger,is-node-process,^1.2.0
@open-draft/logger,outvariant,^1.4.0
@cypress/request,aws-sign2,~0.7.0
@cypress/request,aws4,^1.8.0
@cypress/request,caseless,~0.12.0
@cypress/request,combined-stream,~1.0.6
@cypress/request,extend,~3.0.2
@cypress/request,forever-agent,~0.6.1
@cypress/request,form-data,~4.0.0
@cypress/request,http-signature,~1.4.0
@cypress/request,is-typedarray,~1.0.0
@cypress/request,isstream,~0.1.2
@cypress/request,json-stringify-safe,~5.0.1
@cypress/request,mime-types,~2.1.19
@cypress/request,performance-now,^2.1.0
@cypress/request,qs,6.13.0
@cypress/request,safe-buffer,^5.1.2
@cypress/request,tough-cookie,^5.0.0
@cypress/request,tunnel-agent,^0.6.0
@cypress/request,uuid,^8.3.2
hast-util-from-html,@types/hast,^3.0.0
hast-util-from-html,devlop,^1.1.0
hast-util-from-html,hast-util-from-parse5,^8.0.0
hast-util-from-html,parse5,^7.0.0
hast-util-from-html,vfile,^6.0.0
hast-util-from-html,vfile-message,^4.0.0
eslint-webpack-plugin,@types/eslint,^8.56.10
eslint-webpack-plugin,jest-worker,^29.7.0
eslint-webpack-plugin,micromatch,^4.0.5
eslint-webpack-plugin,normalize-path,^3.0.0
eslint-webpack-plugin,schema-utils,^4.2.0
globby,@sindresorhus/merge-streams,^2.1.0
globby,fast-glob,^3.3.2
globby,ignore,^5.2.4
globby,path-type,^5.0.0
globby,slash,^5.1.0
globby,unicorn-magic,^0.1.0
yorkie,execa,^0.8.0
yorkie,is-ci,^1.0.10
yorkie,normalize-path,^1.0.0
yorkie,strip-indent,^2.0.0
imports-loader,source-map-js,^1.0.2
imports-loader,strip-comments,^2.0.1
typedarray-pool,bit-twiddle,^1.0.0
typedarray-pool,dup,^1.0.0
combined-stream,delayed-stream,~1.0.0
mime-types,mime-db,1.52.0
tunnel-agent,safe-buffer,^5.0.1
webpack,@types/eslint-scope,^3.7.7
webpack,@types/estree,^1.0.6
webpack,@webassemblyjs/ast,^1.12.1
webpack,@webassemblyjs/wasm-edit,^1.12.1
webpack,@webassemblyjs/wasm-parser,^1.12.1
webpack,acorn,^8.14.0
webpack,browserslist,^4.24.0
webpack,chrome-trace-event,^1.0.2
webpack,enhanced-resolve,^5.17.1
webpack,es-module-lexer,^1.2.1
webpack,eslint-scope,5.1.1
webpack,events,^3.2.0
webpack,glob-to-regexp,^0.4.1
webpack,graceful-fs,^4.2.11
webpack,json-parse-even-better-errors,^2.3.1
webpack,loader-runner,^4.2.0
webpack,mime-types,^2.1.27
webpack,neo-async,^2.6.2
webpack,schema-utils,^3.2.0
webpack,tapable,^2.1.1
webpack,terser-webpack-plugin,^5.3.10
webpack,watchpack,^2.4.1
webpack,webpack-sources,^3.2.3
recma-stringify,vfile,^6.0.0
recma-stringify,unified,^11.0.0
recma-stringify,@types/estree,^1.0.0
recma-stringify,estree-util-to-js,^2.0.0
http-signature,assert-plus,^1.0.0
http-signature,jsprim,^2.0.2
http-signature,sshpk,^1.18.0
@vue/cli-shared-utils,@achrinza/node-ipc,^9.2.5
@vue/cli-shared-utils,chalk,^4.1.2
@vue/cli-shared-utils,execa,^1.0.0
@vue/cli-shared-utils,joi,^17.4.0
@vue/cli-shared-utils,launch-editor,^2.2.1
@vue/cli-shared-utils,lru-cache,^6.0.0
@vue/cli-shared-utils,node-fetch,^2.6.7
@vue/cli-shared-utils,open,^8.0.2
@vue/cli-shared-utils,ora,^5.3.0
@vue/cli-shared-utils,read-pkg,^5.1.1
@vue/cli-shared-utils,semver,^7.3.4
@vue/cli-shared-utils,strip-ansi,^6.0.0
umi-presets-pro,@alita/plugins,^3.2.11
umi-presets-pro,@umijs/max-plugin-openapi,2.0.3
umi-presets-pro,@umijs/plugins,^4.0.57
umi-presets-pro,@umijs/request-record,^1.1.3
umi-presets-pro,swagger-ui-dist,^4.18.1
@uploadthing/shared,sqids,^0.3.0
@uploadthing/shared,effect,3.10.3
@uploadthing/shared,@uploadthing/mime-types,0.3.1
@effect/platform,find-my-way-ts,^0.1.5
@effect/platform,multipasta,^0.2.5
cache-point,array-back,^6.2.2
@babel/plugin-syntax-json-strings,@babel/helper-plugin-utils,^7.8.0
ember-functions-as-helper-polyfill,ember-cli-babel,^7.26.11
ember-functions-as-helper-polyfill,ember-cli-typescript,^5.0.0
ember-functions-as-helper-polyfill,ember-cli-version-checker,^5.1.2
@swagger-api/apidom-core,@babel/runtime-corejs3,^7.20.7
@swagger-api/apidom-core,@swagger-api/apidom-ast,^1.0.0-alpha.10
@swagger-api/apidom-core,@swagger-api/apidom-error,^1.0.0-alpha.10
@swagger-api/apidom-core,@types/ramda,~0.30.0
@swagger-api/apidom-core,minim,~0.23.8
@swagger-api/apidom-core,ramda,~0.30.0
@swagger-api/apidom-core,ramda-adjunct,^5.0.0
@swagger-api/apidom-core,short-unique-id,^5.0.2
@swagger-api/apidom-core,ts-mixer,^6.0.3
@swagger-api/apidom-ns-workflows-1,@babel/runtime-corejs3,^7.20.7
@swagger-api/apidom-ns-workflows-1,@swagger-api/apidom-core,^1.0.0-alpha.10
@swagger-api/apidom-ns-workflows-1,@swagger-api/apidom-ns-openapi-3-1,^1.0.0-alpha.10
@swagger-api/apidom-ns-workflows-1,@types/ramda,~0.30.0
@swagger-api/apidom-ns-workflows-1,ramda,~0.30.0
@swagger-api/apidom-ns-workflows-1,ramda-adjunct,^5.0.0
@swagger-api/apidom-ns-workflows-1,ts-mixer,^6.0.3
@swagger-api/apidom-parser-adapter-json,@babel/runtime-corejs3,^7.20.7
@swagger-api/apidom-parser-adapter-json,@swagger-api/apidom-ast,^1.0.0-alpha.10
@swagger-api/apidom-parser-adapter-json,@swagger-api/apidom-core,^1.0.0-alpha.10
@swagger-api/apidom-parser-adapter-json,@swagger-api/apidom-error,^1.0.0-alpha.10
@swagger-api/apidom-parser-adapter-json,@types/ramda,~0.30.0
@swagger-api/apidom-parser-adapter-json,ramda,~0.30.0
@swagger-api/apidom-parser-adapter-json,ramda-adjunct,^5.0.0
@swagger-api/apidom-parser-adapter-json,tree-sitter,=0.20.4
@swagger-api/apidom-parser-adapter-json,tree-sitter-json,=0.20.2
@swagger-api/apidom-parser-adapter-json,web-tree-sitter,=0.20.3
react-easy-swipe,prop-types,^15.5.8
vfile,@types/unist,^3.0.0
vfile,vfile-message,^4.0.0
@babel/plugin-transform-react-jsx-source,@babel/helper-plugin-utils,^7.25.9
unified,@types/unist,^3.0.0
unified,bail,^2.0.0
unified,devlop,^1.0.0
unified,extend,^3.0.0
unified,is-plain-obj,^4.0.0
unified,trough,^2.0.0
unified,vfile,^6.0.0
swagger-ui-dist,@scarf/scarf,=1.3.0
socket.io,accepts,~1.3.4
socket.io,base64id,~2.0.0
socket.io,cors,~2.8.5
socket.io,debug,~4.3.2
socket.io,engine.io,~6.6.0
socket.io,socket.io-adapter,~2.5.2
socket.io,socket.io-parser,~4.2.4
@hapi/accept,@hapi/boom,^10.0.1
@hapi/accept,@hapi/hoek,^11.0.2
file-loader,loader-utils,^2.0.0
file-loader,schema-utils,^3.0.0
@lerna/import,lerna,6.6.2
mdast-util-frontmatter,@types/mdast,^4.0.0
mdast-util-frontmatter,devlop,^1.0.0
mdast-util-frontmatter,escape-string-regexp,^5.0.0
mdast-util-frontmatter,mdast-util-from-markdown,^2.0.0
mdast-util-frontmatter,mdast-util-to-markdown,^2.0.0
mdast-util-frontmatter,micromark-extension-frontmatter,^2.0.0
@stdlib/assert-is-nan,@stdlib/assert-is-number,^0.2.2
@stdlib/assert-is-nan,@stdlib/math-base-assert-is-nan,^0.2.1
@stdlib/assert-is-nan,@stdlib/utils-define-nonenumerable-read-only-property,^0.2.2
prop-types,loose-envify,^1.4.0
prop-types,object-assign,^4.1.1
prop-types,react-is,^16.13.1
@payloadcms/bundler-webpack,ajv,8.14.0
@payloadcms/bundler-webpack,md5,2.3.0
@payloadcms/bundler-webpack,postcss,8.4.31
@payloadcms/bundler-webpack,process,0.11.10
@payloadcms/bundler-webpack,webpack,^5.78.0
@payloadcms/bundler-webpack,css-loader,5.2.7
@payloadcms/bundler-webpack,swc-loader,^0.2.3
@payloadcms/bundler-webpack,url-loader,4.1.1
@payloadcms/bundler-webpack,compression,1.7.4
@payloadcms/bundler-webpack,file-loader,6.2.0
@payloadcms/bundler-webpack,sass-loader,12.6.0
@payloadcms/bundler-webpack,webpack-cli,^4.10.0
@payloadcms/bundler-webpack,style-loader,^2.0.0
@payloadcms/bundler-webpack,postcss-loader,6.2.1
@payloadcms/bundler-webpack,path-browserify,1.0.1
@payloadcms/bundler-webpack,find-node-modules,^2.1.3
@payloadcms/bundler-webpack,postcss-preset-env,9.0.0
@payloadcms/bundler-webpack,html-webpack-plugin,^5.5.0
@payloadcms/bundler-webpack,terser-webpack-plugin,^5.3.6
@payloadcms/bundler-webpack,webpack-dev-middleware,6.1.2
@payloadcms/bundler-webpack,webpack-hot-middleware,^2.25.3
@payloadcms/bundler-webpack,mini-css-extract-plugin,1.6.2
@payloadcms/bundler-webpack,webpack-bundle-analyzer,^4.8.0
@payloadcms/bundler-webpack,swc-minify-webpack-plugin,^2.1.0
@payloadcms/bundler-webpack,connect-history-api-fallback,1.6.0
cors,vary,^1
cors,object-assign,^4
accepts,mime-types,~2.1.34
accepts,negotiator,0.6.3
socket.io-parser,component-emitter,~1.3.0
socket.io-parser,debug,~3.1.0
socket.io-parser,isarray,2.0.1
engine.io,@types/cookie,^0.4.1
engine.io,@types/cors,^2.8.12
engine.io,@types/node,>=10.0.0
engine.io,accepts,~1.3.4
engine.io,base64id,2.0.0
engine.io,cookie,~0.7.2
engine.io,cors,~2.8.5
engine.io,debug,~4.3.1
engine.io,engine.io-parser,~5.2.1
engine.io,ws,~8.17.1
socket.io-adapter,debug,~4.3.4
socket.io-adapter,ws,~8.17.1
devlop,dequal,^2.0.0
schema-utils,@types/json-schema,^7.0.9
schema-utils,ajv,^8.9.0
schema-utils,ajv-formats,^2.1.1
schema-utils,ajv-keywords,^5.1.0
@hapi/boom,@hapi/hoek,^11.0.2
micromark-extension-frontmatter,fault,^2.0.0
micromark-extension-frontmatter,micromark-util-character,^2.0.0
micromark-extension-frontmatter,micromark-util-symbol,^2.0.0
micromark-extension-frontmatter,micromark-util-types,^2.0.0
mdast-util-from-markdown,@types/mdast,^4.0.0
mdast-util-from-markdown,@types/unist,^3.0.0
mdast-util-from-markdown,decode-named-character-reference,^1.0.0
mdast-util-from-markdown,devlop,^1.0.0
mdast-util-from-markdown,mdast-util-to-string,^4.0.0
mdast-util-from-markdown,micromark,^4.0.0
mdast-util-from-markdown,micromark-util-decode-numeric-character-reference,^2.0.0
mdast-util-from-markdown,micromark-util-decode-string,^2.0.0
mdast-util-from-markdown,micromark-util-normalize-identifier,^2.0.0
mdast-util-from-markdown,micromark-util-symbol,^2.0.0
mdast-util-from-markdown,micromark-util-types,^2.0.0
mdast-util-from-markdown,unist-util-stringify-position,^4.0.0
mdast-util-to-markdown,@types/mdast,^4.0.0
mdast-util-to-markdown,@types/unist,^3.0.0
mdast-util-to-markdown,longest-streak,^3.0.0
mdast-util-to-markdown,mdast-util-phrasing,^4.0.0
mdast-util-to-markdown,mdast-util-to-string,^4.0.0
mdast-util-to-markdown,micromark-util-classify-character,^2.0.0
mdast-util-to-markdown,micromark-util-decode-string,^2.0.0
mdast-util-to-markdown,unist-util-visit,^5.0.0
mdast-util-to-markdown,zwitch,^2.0.0
mdbreact,@fortawesome/fontawesome-free,^5.12.0
mdbreact,@material-ui/core,3.9.3
mdbreact,bootstrap-css-only,4.4.1
mdbreact,chart.js,2.9.4
mdbreact,classnames,2.2.6
mdbreact,focus-trap-react,^6.0.0
mdbreact,material-ui-pickers,2.2.4
mdbreact,perfect-scrollbar,1.5.0
mdbreact,popper.js,^1.16.0
mdbreact,prop-types,15.7.2
mdbreact,raf,3.4.1
mdbreact,react,17.0.1
mdbreact,react-chartjs-2,2.9.0
mdbreact,react-dom,17.0.1
mdbreact,react-image-lightbox,5.1.1
mdbreact,react-numeric-input,2.2.3
mdbreact,react-popper,^1.3.7
mdbreact,react-router-dom,^5.1.2
mdbreact,react-scroll,1.7.16
mdbreact,react-toastify,5.5.0
mdbreact,react-transition-group,4.3.0
mdbreact,sass-loader,^8.0.2
@types/mdast,@types/unist,*
compression,bytes,3.1.2
compression,compressible,~2.0.18
compression,debug,2.6.9
compression,negotiator,~0.6.4
compression,on-headers,~1.0.2
compression,safe-buffer,5.2.1
compression,vary,~1.1.2
sass-loader,neo-async,^2.6.2
url-loader,loader-utils,^2.0.0
url-loader,mime-types,^2.1.27
url-loader,schema-utils,^3.0.0
postcss-loader,cosmiconfig,^9.0.0
postcss-loader,jiti,^1.20.0
postcss-loader,semver,^7.5.4
md5,crypt,0.0.2
md5,charenc,0.0.2
md5,is-buffer,~1.1.6
swc-loader,@swc/counter,^0.1.3
webpack-cli,envinfo,^7.7.3
webpack-cli,rechoir,^0.8.0
webpack-cli,colorette,^2.0.14
webpack-cli,commander,^10.0.1
webpack-cli,interpret,^3.1.1
webpack-cli,cross-spawn,^7.0.3
webpack-cli,import-local,^3.0.2
webpack-cli,webpack-merge,^5.7.3
webpack-cli,@webpack-cli/info,^2.0.2
webpack-cli,@webpack-cli/serve,^2.0.5
webpack-cli,fastest-levenshtein,^1.0.12
webpack-cli,@discoveryjs/json-ext,^0.5.0
webpack-cli,@webpack-cli/configtest,^2.1.1
@yarnpkg/libzip,@types/emscripten,^1.39.6
@yarnpkg/libzip,@yarnpkg/fslib,^3.1.0
@yarnpkg/libzip,tslib,^2.4.0
css-loader,icss-utils,^5.1.0
css-loader,postcss,^8.4.33
css-loader,postcss-modules-extract-imports,^3.1.0
css-loader,postcss-modules-local-by-default,^4.0.5
css-loader,postcss-modules-scope,^3.2.0
css-loader,postcss-modules-values,^4.0.0
css-loader,postcss-value-parser,^4.2.0
css-loader,semver,^7.5.4
postcss-preset-env,@csstools/postcss-cascade-layers,^5.0.1
postcss-preset-env,@csstools/postcss-color-function,^4.0.5
postcss-preset-env,@csstools/postcss-color-mix-function,^3.0.5
postcss-preset-env,@csstools/postcss-content-alt-text,^2.0.4
postcss-preset-env,@csstools/postcss-exponential-functions,^2.0.4
postcss-preset-env,@csstools/postcss-font-format-keywords,^4.0.0
postcss-preset-env,@csstools/postcss-gamut-mapping,^2.0.5
postcss-preset-env,@csstools/postcss-gradients-interpolation-method,^5.0.5
postcss-preset-env,@csstools/postcss-hwb-function,^4.0.5
postcss-preset-env,@csstools/postcss-ic-unit,^4.0.0
postcss-preset-env,@csstools/postcss-initial,^2.0.0
postcss-preset-env,@csstools/postcss-is-pseudo-class,^5.0.1
postcss-preset-env,@csstools/postcss-light-dark-function,^2.0.7
postcss-preset-env,@csstools/postcss-logical-float-and-clear,^3.0.0
postcss-preset-env,@csstools/postcss-logical-overflow,^2.0.0
postcss-preset-env,@csstools/postcss-logical-overscroll-behavior,^2.0.0
postcss-preset-env,@csstools/postcss-logical-resize,^3.0.0
postcss-preset-env,@csstools/postcss-logical-viewport-units,^3.0.3
postcss-preset-env,@csstools/postcss-media-minmax,^2.0.4
postcss-preset-env,@csstools/postcss-media-queries-aspect-ratio-number-values,^3.0.4
postcss-preset-env,@csstools/postcss-nested-calc,^4.0.0
postcss-preset-env,@csstools/postcss-normalize-display-values,^4.0.0
postcss-preset-env,@csstools/postcss-oklab-function,^4.0.5
postcss-preset-env,@csstools/postcss-progressive-custom-properties,^4.0.0
postcss-preset-env,@csstools/postcss-relative-color-syntax,^3.0.5
postcss-preset-env,@csstools/postcss-scope-pseudo-class,^4.0.1
postcss-preset-env,@csstools/postcss-stepped-value-functions,^4.0.4
postcss-preset-env,@csstools/postcss-text-decoration-shorthand,^4.0.1
postcss-preset-env,@csstools/postcss-trigonometric-functions,^4.0.4
postcss-preset-env,@csstools/postcss-unset-value,^4.0.0
postcss-preset-env,autoprefixer,^10.4.19
postcss-preset-env,browserslist,^4.23.1
postcss-preset-env,css-blank-pseudo,^7.0.1
postcss-preset-env,css-has-pseudo,^7.0.1
postcss-preset-env,css-prefers-color-scheme,^10.0.0
postcss-preset-env,cssdb,^8.1.2
postcss-preset-env,postcss-attribute-case-insensitive,^7.0.1
postcss-preset-env,postcss-clamp,^4.1.0
postcss-preset-env,postcss-color-functional-notation,^7.0.5
postcss-preset-env,postcss-color-hex-alpha,^10.0.0
postcss-preset-env,postcss-color-rebeccapurple,^10.0.0
postcss-preset-env,postcss-custom-media,^11.0.5
postcss-preset-env,postcss-custom-properties,^14.0.4
postcss-preset-env,postcss-custom-selectors,^8.0.4
postcss-preset-env,postcss-dir-pseudo-class,^9.0.1
postcss-preset-env,postcss-double-position-gradients,^6.0.0
postcss-preset-env,postcss-focus-visible,^10.0.1
postcss-preset-env,postcss-focus-within,^9.0.1
postcss-preset-env,postcss-font-variant,^5.0.0
postcss-preset-env,postcss-gap-properties,^6.0.0
postcss-preset-env,postcss-image-set-function,^7.0.0
postcss-preset-env,postcss-lab-function,^7.0.5
postcss-preset-env,postcss-logical,^8.0.0
postcss-preset-env,postcss-nesting,^13.0.1
postcss-preset-env,postcss-opacity-percentage,^3.0.0
postcss-preset-env,postcss-overflow-shorthand,^6.0.0
