package,dependency,version
minimist-options,arrify,^1.0.1
minimist-options,is-plain-obj,^1.1.0
minimist-options,kind-of,^6.0.3
atomically,stubborn-fs,^1.2.5
atomically,when-exit,^2.1.1
debounce-fn,mimic-function,^5.0.0
ajv-formats,ajv,^8.0.0
@unhead/ssr,@unhead/shared,1.11.11
@unhead/ssr,@unhead/schema,1.11.11
react-devtools-core,shell-quote,^1.6.1
react-devtools-core,ws,^7
@aws-sdk/client-ses,@aws-crypto/sha256-browser,5.2.0
@aws-sdk/client-ses,@aws-crypto/sha256-js,5.2.0
@aws-sdk/client-ses,@aws-sdk/client-sso-oidc,3.686.0
@aws-sdk/client-ses,@aws-sdk/client-sts,3.686.0
@aws-sdk/client-ses,@aws-sdk/core,3.686.0
@aws-sdk/client-ses,@aws-sdk/credential-provider-node,3.686.0
@aws-sdk/client-ses,@aws-sdk/middleware-host-header,3.686.0
@aws-sdk/client-ses,@aws-sdk/middleware-logger,3.686.0
@aws-sdk/client-ses,@aws-sdk/middleware-recursion-detection,3.686.0
@aws-sdk/client-ses,@aws-sdk/middleware-user-agent,3.686.0
@aws-sdk/client-ses,@aws-sdk/region-config-resolver,3.686.0
@aws-sdk/client-ses,@aws-sdk/types,3.686.0
@aws-sdk/client-ses,@aws-sdk/util-endpoints,3.686.0
@aws-sdk/client-ses,@aws-sdk/util-user-agent-browser,3.686.0
@aws-sdk/client-ses,@aws-sdk/util-user-agent-node,3.686.0
@aws-sdk/client-ses,@smithy/config-resolver,^3.0.10
@aws-sdk/client-ses,@smithy/core,^2.5.1
@aws-sdk/client-ses,@smithy/fetch-http-handler,^4.0.0
@aws-sdk/client-ses,@smithy/hash-node,^3.0.8
@aws-sdk/client-ses,@smithy/invalid-dependency,^3.0.8
@aws-sdk/client-ses,@smithy/middleware-content-length,^3.0.10
@aws-sdk/client-ses,@smithy/middleware-endpoint,^3.2.1
@aws-sdk/client-ses,@smithy/middleware-retry,^3.0.25
@aws-sdk/client-ses,@smithy/middleware-serde,^3.0.8
@aws-sdk/client-ses,@smithy/middleware-stack,^3.0.8
@aws-sdk/client-ses,@smithy/node-config-provider,^3.1.9
@aws-sdk/client-ses,@smithy/node-http-handler,^3.2.5
@aws-sdk/client-ses,@smithy/protocol-http,^4.1.5
@aws-sdk/client-ses,@smithy/smithy-client,^3.4.2
@aws-sdk/client-ses,@smithy/types,^3.6.0
@aws-sdk/client-ses,@smithy/url-parser,^3.0.8
@aws-sdk/client-ses,@smithy/util-base64,^3.0.0
@aws-sdk/client-ses,@smithy/util-body-length-browser,^3.0.0
@aws-sdk/client-ses,@smithy/util-body-length-node,^3.0.0
@aws-sdk/client-ses,@smithy/util-defaults-mode-browser,^3.0.25
@aws-sdk/client-ses,@smithy/util-defaults-mode-node,^3.0.25
@aws-sdk/client-ses,@smithy/util-endpoints,^2.1.4
@aws-sdk/client-ses,@smithy/util-middleware,^3.0.8
@aws-sdk/client-ses,@smithy/util-retry,^3.0.8
@aws-sdk/client-ses,@smithy/util-utf8,^3.0.0
@aws-sdk/client-ses,@smithy/util-waiter,^3.1.7
@aws-sdk/client-ses,tslib,^2.6.2
node-schedule,cron-parser,^4.2.0
node-schedule,long-timeout,0.1.1
node-schedule,sorted-array-functions,^1.3.0
@reactioncommerce/api-plugin-address-validation,@reactioncommerce/api-utils,^1.16.5
@reactioncommerce/api-plugin-address-validation,@reactioncommerce/random,^1.0.2
@reactioncommerce/api-plugin-address-validation,@reactioncommerce/reaction-error,^1.0.1
@reactioncommerce/api-plugin-address-validation,lodash,^4.17.15
@reactioncommerce/api-plugin-address-validation,simpl-schema,^1.12.0
@astrojs/cli-kit,chalk,^5.0.1
@astrojs/cli-kit,log-update,^5.0.1
@astrojs/cli-kit,sisteransi,^1.0.5
jsdom,ws,^8.18.0
jsdom,saxes,^6.0.0
jsdom,nwsapi,^2.2.12
jsdom,parse5,^7.1.2
jsdom,cssstyle,^4.1.0
jsdom,data-urls,^5.0.0
jsdom,form-data,^4.0.0
jsdom,decimal.js,^10.4.3
jsdom,whatwg-url,^14.0.0
jsdom,rrweb-cssom,^0.7.1
jsdom,symbol-tree,^3.2.4
jsdom,tough-cookie,^5.0.0
jsdom,whatwg-encoding,^3.1.1
jsdom,whatwg-mimetype,^4.0.0
jsdom,http-proxy-agent,^7.0.2
jsdom,https-proxy-agent,^7.0.5
jsdom,w3c-xmlserializer,^5.0.0
jsdom,webidl-conversions,^7.0.0
jsdom,xml-name-validator,^5.0.0
jsdom,html-encoding-sniffer,^4.0.0
jsdom,is-potential-custom-element-name,^1.0.1
@rollup/pluginutils,@types/estree,^1.0.0
@rollup/pluginutils,estree-walker,^2.0.2
@rollup/pluginutils,picomatch,^4.0.2
@reactflow/minimap,@types/d3-selection,^3.0.3
@reactflow/minimap,@types/d3-zoom,^3.0.1
@reactflow/minimap,classcat,^5.0.3
@reactflow/minimap,d3-selection,^3.0.0
@reactflow/minimap,d3-zoom,^3.0.0
@reactflow/minimap,zustand,^4.4.1
@reactflow/minimap,@reactflow/core,11.11.4
gettext-parser,content-type,^1.0.5
gettext-parser,encoding,^0.1.13
gettext-parser,readable-stream,^4.5.2
gettext-parser,safe-buffer,^5.2.1
@aws-crypto/sha256-browser,@aws-crypto/sha256-js,^5.2.0
@aws-crypto/sha256-browser,@aws-crypto/supports-web-crypto,^5.2.0
@aws-crypto/sha256-browser,@aws-crypto/util,^5.2.0
@aws-crypto/sha256-browser,@aws-sdk/types,^3.222.0
@aws-crypto/sha256-browser,@aws-sdk/util-locate-window,^3.0.0
@aws-crypto/sha256-browser,@smithy/util-utf8,^2.0.0
@aws-crypto/sha256-browser,tslib,^2.6.2
@aws-crypto/sha256-js,@aws-crypto/util,^5.2.0
@aws-crypto/sha256-js,@aws-sdk/types,^3.222.0
@aws-crypto/sha256-js,tslib,^2.6.2
@ionic/core,tslib,^2.1.0
@ionic/core,ionicons,^7.2.2
@ionic/core,@stencil/core,4.20.0
@aws-sdk/core,@aws-sdk/types,3.686.0
@aws-sdk/core,@smithy/core,^2.5.1
@aws-sdk/core,@smithy/node-config-provider,^3.1.9
@aws-sdk/core,@smithy/property-provider,^3.1.7
@aws-sdk/core,@smithy/protocol-http,^4.1.5
@aws-sdk/core,@smithy/signature-v4,^4.2.0
@aws-sdk/core,@smithy/smithy-client,^3.4.2
@aws-sdk/core,@smithy/types,^3.6.0
@aws-sdk/core,@smithy/util-middleware,^3.0.8
@aws-sdk/core,fast-xml-parser,4.4.1
@aws-sdk/core,tslib,^2.6.2
log-update,ansi-escapes,^7.0.0
log-update,cli-cursor,^5.0.0
log-update,slice-ansi,^7.1.0
log-update,strip-ansi,^7.1.0
log-update,wrap-ansi,^9.0.0
whatwg-url,tr46,^5.0.0
whatwg-url,webidl-conversions,^7.0.0
data-urls,whatwg-mimetype,^4.0.0
data-urls,whatwg-url,^14.0.0
whatwg-encoding,iconv-lite,0.6.3
cssstyle,rrweb-cssom,^0.7.1
parse5,entities,^4.5.0
postcss-pseudoelements,postcss,^6.0.0
tough-cookie,tldts,^6.1.32
encoding,iconv-lite,^0.6.2
babel-plugin-transform-flow-strip-types,babel-runtime,^6.22.0
babel-plugin-transform-flow-strip-types,babel-plugin-syntax-flow,^6.18.0
cron-parser,luxon,^3.2.1
zipkin,base64-js,^1.1.2
zipkin,is-promise,^2.1.0
@aws-sdk/middleware-logger,@aws-sdk/types,3.686.0
@aws-sdk/middleware-logger,@smithy/types,^3.6.0
@aws-sdk/middleware-logger,tslib,^2.6.2
array-normalize,array-bounds,^1.0.0
@aws-sdk/types,@smithy/types,^3.6.0
@aws-sdk/types,tslib,^2.6.2
@aws-sdk/middleware-recursion-detection,@aws-sdk/types,3.686.0
@aws-sdk/middleware-recursion-detection,@smithy/protocol-http,^4.1.5
@aws-sdk/middleware-recursion-detection,@smithy/types,^3.6.0
@aws-sdk/middleware-recursion-detection,tslib,^2.6.2
@types/d3-zoom,@types/d3-selection,*
@types/d3-zoom,@types/d3-interpolate,*
readable-stream,abort-controller,^3.0.0
readable-stream,buffer,^6.0.3
readable-stream,events,^3.3.0
readable-stream,process,^0.11.10
readable-stream,string_decoder,^1.3.0
@reactioncommerce/api-utils,@jest/globals,^26.6.2
@reactioncommerce/api-utils,@reactioncommerce/logger,^1.1.3
@reactioncommerce/api-utils,@reactioncommerce/random,^1.0.2
@reactioncommerce/api-utils,@reactioncommerce/reaction-error,^1.0.1
@reactioncommerce/api-utils,accounting-js,^1.1.1
@reactioncommerce/api-utils,callsite,^1.0.0
@reactioncommerce/api-utils,envalid,^6.0.2
@reactioncommerce/api-utils,graphql-fields,^2.0.3
@reactioncommerce/api-utils,graphql-relay,^0.9.0
@reactioncommerce/api-utils,lodash,^4.17.15
@reactioncommerce/api-utils,ramda,^0.28.0
@reactioncommerce/api-utils,transliteration,^2.1.9
@aws-sdk/middleware-user-agent,@aws-sdk/core,3.686.0
@aws-sdk/middleware-user-agent,@aws-sdk/types,3.686.0
@aws-sdk/middleware-user-agent,@aws-sdk/util-endpoints,3.686.0
@aws-sdk/middleware-user-agent,@smithy/core,^2.5.1
@aws-sdk/middleware-user-agent,@smithy/protocol-http,^4.1.5
@aws-sdk/middleware-user-agent,@smithy/types,^3.6.0
@aws-sdk/middleware-user-agent,tslib,^2.6.2
@aws-sdk/credential-provider-node,@aws-sdk/credential-provider-env,3.686.0
@aws-sdk/credential-provider-node,@aws-sdk/credential-provider-http,3.686.0
@aws-sdk/credential-provider-node,@aws-sdk/credential-provider-ini,3.686.0
@aws-sdk/credential-provider-node,@aws-sdk/credential-provider-process,3.686.0
@aws-sdk/credential-provider-node,@aws-sdk/credential-provider-sso,3.686.0
@aws-sdk/credential-provider-node,@aws-sdk/credential-provider-web-identity,3.686.0
@aws-sdk/credential-provider-node,@aws-sdk/types,3.686.0
@aws-sdk/credential-provider-node,@smithy/credential-provider-imds,^3.2.4
@aws-sdk/credential-provider-node,@smithy/property-provider,^3.1.7
@aws-sdk/credential-provider-node,@smithy/shared-ini-file-loader,^3.1.8
@aws-sdk/credential-provider-node,@smithy/types,^3.6.0
@aws-sdk/credential-provider-node,tslib,^2.6.2
@aws-sdk/client-sso-oidc,@aws-crypto/sha256-browser,5.2.0
@aws-sdk/client-sso-oidc,@aws-crypto/sha256-js,5.2.0
@aws-sdk/client-sso-oidc,@aws-sdk/core,3.686.0
@aws-sdk/client-sso-oidc,@aws-sdk/credential-provider-node,3.686.0
@aws-sdk/client-sso-oidc,@aws-sdk/middleware-host-header,3.686.0
@aws-sdk/client-sso-oidc,@aws-sdk/middleware-logger,3.686.0
@aws-sdk/client-sso-oidc,@aws-sdk/middleware-recursion-detection,3.686.0
@aws-sdk/client-sso-oidc,@aws-sdk/middleware-user-agent,3.686.0
@aws-sdk/client-sso-oidc,@aws-sdk/region-config-resolver,3.686.0
@aws-sdk/client-sso-oidc,@aws-sdk/types,3.686.0
@aws-sdk/client-sso-oidc,@aws-sdk/util-endpoints,3.686.0
@aws-sdk/client-sso-oidc,@aws-sdk/util-user-agent-browser,3.686.0
@aws-sdk/client-sso-oidc,@aws-sdk/util-user-agent-node,3.686.0
@aws-sdk/client-sso-oidc,@smithy/config-resolver,^3.0.10
@aws-sdk/client-sso-oidc,@smithy/core,^2.5.1
@aws-sdk/client-sso-oidc,@smithy/fetch-http-handler,^4.0.0
@aws-sdk/client-sso-oidc,@smithy/hash-node,^3.0.8
@aws-sdk/client-sso-oidc,@smithy/invalid-dependency,^3.0.8
@aws-sdk/client-sso-oidc,@smithy/middleware-content-length,^3.0.10
@aws-sdk/client-sso-oidc,@smithy/middleware-endpoint,^3.2.1
@aws-sdk/client-sso-oidc,@smithy/middleware-retry,^3.0.25
@aws-sdk/client-sso-oidc,@smithy/middleware-serde,^3.0.8
@aws-sdk/client-sso-oidc,@smithy/middleware-stack,^3.0.8
@aws-sdk/client-sso-oidc,@smithy/node-config-provider,^3.1.9
@aws-sdk/client-sso-oidc,@smithy/node-http-handler,^3.2.5
@aws-sdk/client-sso-oidc,@smithy/protocol-http,^4.1.5
@aws-sdk/client-sso-oidc,@smithy/smithy-client,^3.4.2
@aws-sdk/client-sso-oidc,@smithy/types,^3.6.0
@aws-sdk/client-sso-oidc,@smithy/url-parser,^3.0.8
@aws-sdk/client-sso-oidc,@smithy/util-base64,^3.0.0
@aws-sdk/client-sso-oidc,@smithy/util-body-length-browser,^3.0.0
@aws-sdk/client-sso-oidc,@smithy/util-body-length-node,^3.0.0
@aws-sdk/client-sso-oidc,@smithy/util-defaults-mode-browser,^3.0.25
@aws-sdk/client-sso-oidc,@smithy/util-defaults-mode-node,^3.0.25
@aws-sdk/client-sso-oidc,@smithy/util-endpoints,^2.1.4
@aws-sdk/client-sso-oidc,@smithy/util-middleware,^3.0.8
@aws-sdk/client-sso-oidc,@smithy/util-retry,^3.0.8
@aws-sdk/client-sso-oidc,@smithy/util-utf8,^3.0.0
@aws-sdk/client-sso-oidc,tslib,^2.6.2
@aws-sdk/region-config-resolver,@aws-sdk/types,3.686.0
@aws-sdk/region-config-resolver,@smithy/node-config-provider,^3.1.9
@aws-sdk/region-config-resolver,@smithy/types,^3.6.0
@aws-sdk/region-config-resolver,@smithy/util-config-provider,^3.0.0
@aws-sdk/region-config-resolver,@smithy/util-middleware,^3.0.8
@aws-sdk/region-config-resolver,tslib,^2.6.2
form-data,asynckit,^0.4.0
form-data,combined-stream,^1.0.8
form-data,mime-types,^2.1.12
estree-walker,@types/estree,^1.0.0
d3-zoom,d3-dispatch,1 - 3
d3-zoom,d3-drag,2 - 3
d3-zoom,d3-interpolate,1 - 3
d3-zoom,d3-selection,2 - 3
d3-zoom,d3-transition,2 - 3
@aws-sdk/client-sts,@aws-crypto/sha256-browser,5.2.0
@aws-sdk/client-sts,@aws-crypto/sha256-js,5.2.0
@aws-sdk/client-sts,@aws-sdk/client-sso-oidc,3.686.0
@aws-sdk/client-sts,@aws-sdk/core,3.686.0
@aws-sdk/client-sts,@aws-sdk/credential-provider-node,3.686.0
@aws-sdk/client-sts,@aws-sdk/middleware-host-header,3.686.0
@aws-sdk/client-sts,@aws-sdk/middleware-logger,3.686.0
@aws-sdk/client-sts,@aws-sdk/middleware-recursion-detection,3.686.0
@aws-sdk/client-sts,@aws-sdk/middleware-user-agent,3.686.0
@aws-sdk/client-sts,@aws-sdk/region-config-resolver,3.686.0
@aws-sdk/client-sts,@aws-sdk/types,3.686.0
@aws-sdk/client-sts,@aws-sdk/util-endpoints,3.686.0
@aws-sdk/client-sts,@aws-sdk/util-user-agent-browser,3.686.0
@aws-sdk/client-sts,@aws-sdk/util-user-agent-node,3.686.0
@aws-sdk/client-sts,@smithy/config-resolver,^3.0.10
@aws-sdk/client-sts,@smithy/core,^2.5.1
@aws-sdk/client-sts,@smithy/fetch-http-handler,^4.0.0
@aws-sdk/client-sts,@smithy/hash-node,^3.0.8
@aws-sdk/client-sts,@smithy/invalid-dependency,^3.0.8
@aws-sdk/client-sts,@smithy/middleware-content-length,^3.0.10
@aws-sdk/client-sts,@smithy/middleware-endpoint,^3.2.1
@aws-sdk/client-sts,@smithy/middleware-retry,^3.0.25
@aws-sdk/client-sts,@smithy/middleware-serde,^3.0.8
@aws-sdk/client-sts,@smithy/middleware-stack,^3.0.8
@aws-sdk/client-sts,@smithy/node-config-provider,^3.1.9
@aws-sdk/client-sts,@smithy/node-http-handler,^3.2.5
@aws-sdk/client-sts,@smithy/protocol-http,^4.1.5
@aws-sdk/client-sts,@smithy/smithy-client,^3.4.2
@aws-sdk/client-sts,@smithy/types,^3.6.0
@aws-sdk/client-sts,@smithy/url-parser,^3.0.8
@aws-sdk/client-sts,@smithy/util-base64,^3.0.0
@aws-sdk/client-sts,@smithy/util-body-length-browser,^3.0.0
@aws-sdk/client-sts,@smithy/util-body-length-node,^3.0.0
@aws-sdk/client-sts,@smithy/util-defaults-mode-browser,^3.0.25
@aws-sdk/client-sts,@smithy/util-defaults-mode-node,^3.0.25
@aws-sdk/client-sts,@smithy/util-endpoints,^2.1.4
@aws-sdk/client-sts,@smithy/util-middleware,^3.0.8
@aws-sdk/client-sts,@smithy/util-retry,^3.0.8
@aws-sdk/client-sts,@smithy/util-utf8,^3.0.0
@aws-sdk/client-sts,tslib,^2.6.2
@babel/highlight,@babel/helper-validator-identifier,^7.25.9
@babel/highlight,chalk,^2.4.2
@babel/highlight,js-tokens,^4.0.0
@babel/highlight,picocolors,^1.0.0
saxes,xmlchars,^2.2.0
@mertasan/tailwindcss-variables,lodash,^4.17.21
@aws-sdk/util-endpoints,@aws-sdk/types,3.686.0
@aws-sdk/util-endpoints,@smithy/types,^3.6.0
@aws-sdk/util-endpoints,@smithy/util-endpoints,^2.1.4
@aws-sdk/util-endpoints,tslib,^2.6.2
@vitest/ui,fflate,^0.8.2
@vitest/ui,flatted,^3.3.1
@vitest/ui,pathe,^1.1.2
@vitest/ui,sirv,^3.0.0
@vitest/ui,tinyglobby,^0.2.9
@vitest/ui,tinyrainbow,^1.2.0
@vitest/ui,@vitest/utils,2.1.4
html-encoding-sniffer,whatwg-encoding,^3.1.1
ionicons,@stencil/core,^4.0.3
http-proxy-agent,agent-base,^7.1.0
http-proxy-agent,debug,^4.3.4
w3c-xmlserializer,xml-name-validator,^5.0.0
@aws-sdk/middleware-host-header,@aws-sdk/types,3.686.0
@aws-sdk/middleware-host-header,@smithy/protocol-http,^4.1.5
@aws-sdk/middleware-host-header,@smithy/types,^3.6.0
@aws-sdk/middleware-host-header,tslib,^2.6.2
postcss,nanoid,^3.3.7
postcss,picocolors,^1.1.0
postcss,source-map-js,^1.2.1
https-proxy-agent,agent-base,^7.0.2
https-proxy-agent,debug,4
babel-runtime,core-js,^2.4.0
babel-runtime,regenerator-runtime,^0.11.0
simpl-schema,clone,^2.1.2
simpl-schema,mongo-object,^3.0.1
@aws-sdk/util-user-agent-node,@aws-sdk/middleware-user-agent,3.686.0
@aws-sdk/util-user-agent-node,@aws-sdk/types,3.686.0
@aws-sdk/util-user-agent-node,@smithy/node-config-provider,^3.1.9
@aws-sdk/util-user-agent-node,@smithy/types,^3.6.0
@aws-sdk/util-user-agent-node,tslib,^2.6.2
@smithy/fetch-http-handler,@smithy/protocol-http,^4.1.5
@smithy/fetch-http-handler,@smithy/querystring-builder,^3.0.8
@smithy/fetch-http-handler,@smithy/types,^3.6.0
@smithy/fetch-http-handler,@smithy/util-base64,^3.0.0
@smithy/fetch-http-handler,tslib,^2.6.2
@smithy/invalid-dependency,@smithy/types,^3.6.0
@smithy/invalid-dependency,tslib,^2.6.2
@smithy/hash-node,@smithy/types,^3.6.0
@smithy/hash-node,@smithy/util-buffer-from,^3.0.0
@smithy/hash-node,@smithy/util-utf8,^3.0.0
@smithy/hash-node,tslib,^2.6.2
@aws-sdk/util-user-agent-browser,@aws-sdk/types,3.686.0
@aws-sdk/util-user-agent-browser,@smithy/types,^3.6.0
@aws-sdk/util-user-agent-browser,bowser,^2.11.0
@aws-sdk/util-user-agent-browser,tslib,^2.6.2
@smithy/core,@smithy/middleware-serde,^3.0.8
@smithy/core,@smithy/protocol-http,^4.1.5
@smithy/core,@smithy/types,^3.6.0
@smithy/core,@smithy/util-body-length-browser,^3.0.0
@smithy/core,@smithy/util-middleware,^3.0.8
@smithy/core,@smithy/util-stream,^3.2.1
@smithy/core,@smithy/util-utf8,^3.0.0
@smithy/core,tslib,^2.6.2
@smithy/config-resolver,@smithy/node-config-provider,^3.1.9
@smithy/config-resolver,@smithy/types,^3.6.0
@smithy/config-resolver,@smithy/util-config-provider,^3.0.0
@smithy/config-resolver,@smithy/util-middleware,^3.0.8
@smithy/config-resolver,tslib,^2.6.2
@smithy/middleware-endpoint,@smithy/core,^2.5.1
@smithy/middleware-endpoint,@smithy/middleware-serde,^3.0.8
@smithy/middleware-endpoint,@smithy/node-config-provider,^3.1.9
@smithy/middleware-endpoint,@smithy/shared-ini-file-loader,^3.1.9
@smithy/middleware-endpoint,@smithy/types,^3.6.0
@smithy/middleware-endpoint,@smithy/url-parser,^3.0.8
@smithy/middleware-endpoint,@smithy/util-middleware,^3.0.8
@smithy/middleware-endpoint,tslib,^2.6.2
@smithy/middleware-content-length,@smithy/protocol-http,^4.1.5
@smithy/middleware-content-length,@smithy/types,^3.6.0
@smithy/middleware-content-length,tslib,^2.6.2
@verdaccio/signature,debug,4.3.4
@verdaccio/signature,lodash,4.17.21
@verdaccio/signature,jsonwebtoken,9.0.0
@react-aria/link,@swc/helpers,^0.5.0
@react-aria/link,@react-aria/focus,^3.18.4
@react-aria/link,@react-aria/utils,^3.25.3
@react-aria/link,@react-types/link,^3.5.8
@react-aria/link,@react-types/shared,^3.25.0
@react-aria/link,@react-aria/interactions,^3.22.4
tinyglobby,fdir,^6.4.2
tinyglobby,picomatch,^4.0.2
@smithy/middleware-serde,@smithy/types,^3.6.0
@smithy/middleware-serde,tslib,^2.6.2
@stdlib/utils-property-names,@stdlib/object-ctor,^0.2.1
@stdlib/utils-property-names,@stdlib/utils-keys,^0.2.1
@pnpm/store-controller-types,@pnpm/fetcher-base,16.0.7
@pnpm/store-controller-types,@pnpm/resolver-base,13.0.4
@pnpm/store-controller-types,@pnpm/types,12.2.0
@babel/plugin-proposal-numeric-separator,@babel/helper-plugin-utils,^7.18.6
@babel/plugin-proposal-numeric-separator,@babel/plugin-syntax-numeric-separator,^7.10.4
@smithy/node-config-provider,@smithy/property-provider,^3.1.8
@smithy/node-config-provider,@smithy/shared-ini-file-loader,^3.1.9
@smithy/node-config-provider,@smithy/types,^3.6.0
@smithy/node-config-provider,tslib,^2.6.2
@smithy/middleware-stack,@smithy/types,^3.6.0
@smithy/middleware-stack,tslib,^2.6.2
sirv,@polka/url,^1.0.0-next.24
sirv,mrmime,^2.0.0
sirv,totalist,^3.0.0
@smithy/util-base64,@smithy/util-buffer-from,^3.0.0
@smithy/util-base64,@smithy/util-utf8,^3.0.0
@smithy/util-base64,tslib,^2.6.2
@babel/helper-compilation-targets,semver,^6.3.1
@babel/helper-compilation-targets,lru-cache,^5.1.1
@babel/helper-compilation-targets,browserslist,^4.24.0
@babel/helper-compilation-targets,@babel/compat-data,^7.25.9
@babel/helper-compilation-targets,@babel/helper-validator-option,^7.25.9
@smithy/node-http-handler,@smithy/abort-controller,^3.1.6
@smithy/node-http-handler,@smithy/protocol-http,^4.1.5
@smithy/node-http-handler,@smithy/querystring-builder,^3.0.8
@smithy/node-http-handler,@smithy/types,^3.6.0
@smithy/node-http-handler,tslib,^2.6.2
@smithy/smithy-client,@smithy/core,^2.5.1
@smithy/smithy-client,@smithy/middleware-endpoint,^3.2.1
@smithy/smithy-client,@smithy/middleware-stack,^3.0.8
@smithy/smithy-client,@smithy/protocol-http,^4.1.5
@smithy/smithy-client,@smithy/types,^3.6.0
@smithy/smithy-client,@smithy/util-stream,^3.2.1
@smithy/smithy-client,tslib,^2.6.2
@smithy/url-parser,@smithy/querystring-parser,^3.0.8
@smithy/url-parser,@smithy/types,^3.6.0
@smithy/url-parser,tslib,^2.6.2
raf,performance-now,^2.1.0
@sinonjs/samsam,@sinonjs/commons,^3.0.1
@sinonjs/samsam,lodash.get,^4.4.2
@sinonjs/samsam,type-detect,^4.1.0
@octokit/plugin-paginate-rest,@octokit/types,^13.6.0
@smithy/protocol-http,@smithy/types,^3.6.0
@smithy/protocol-http,tslib,^2.6.2
@smithy/util-body-length-browser,tslib,^2.6.2
debug,ms,^2.1.3
@smithy/util-body-length-node,tslib,^2.6.2
@swc/helpers,tslib,^2.4.0
jsonwebtoken,jws,^3.2.2
jsonwebtoken,lodash.includes,^4.3.0
jsonwebtoken,lodash.isboolean,^3.0.3
jsonwebtoken,lodash.isinteger,^4.0.4
jsonwebtoken,lodash.isnumber,^3.0.3
jsonwebtoken,lodash.isplainobject,^4.0.6
jsonwebtoken,lodash.isstring,^4.0.1
jsonwebtoken,lodash.once,^4.0.0
jsonwebtoken,ms,^2.1.1
jsonwebtoken,semver,^7.5.4
@smithy/util-defaults-mode-browser,@smithy/property-provider,^3.1.8
@smithy/util-defaults-mode-browser,@smithy/smithy-client,^3.4.2
@smithy/util-defaults-mode-browser,@smithy/types,^3.6.0
@smithy/util-defaults-mode-browser,bowser,^2.11.0
@smithy/util-defaults-mode-browser,tslib,^2.6.2
@reactflow/core,@types/d3,^7.4.0
@reactflow/core,@types/d3-drag,^3.0.1
@reactflow/core,@types/d3-selection,^3.0.3
@reactflow/core,@types/d3-zoom,^3.0.1
@reactflow/core,classcat,^5.0.3
@reactflow/core,d3-drag,^3.0.0
@reactflow/core,d3-selection,^3.0.0
@reactflow/core,d3-zoom,^3.0.0
@reactflow/core,zustand,^4.4.1
@babel/plugin-syntax-numeric-separator,@babel/helper-plugin-utils,^7.10.4
retext-smartypants,@types/nlcst,^2.0.0
retext-smartypants,nlcst-to-string,^4.0.0
retext-smartypants,unist-util-visit,^5.0.0
@smithy/util-middleware,@smithy/types,^3.6.0
@smithy/util-middleware,tslib,^2.6.2
each-props,is-plain-object,^5.0.0
each-props,object.defaults,^1.1.0
combine-errors,custom-error-instance,2.1.1
combine-errors,lodash.uniqby,4.5.0
@smithy/util-utf8,@smithy/util-buffer-from,^3.0.0
@smithy/util-utf8,tslib,^2.6.2
browserslist,caniuse-lite,^1.0.30001669
browserslist,electron-to-chromium,^1.5.41
browserslist,node-releases,^2.0.18
browserslist,update-browserslist-db,^1.1.1
@smithy/util-retry,@smithy/service-error-classification,^3.0.8
@smithy/util-retry,@smithy/types,^3.6.0
@smithy/util-retry,tslib,^2.6.2
@smithy/util-defaults-mode-node,@smithy/config-resolver,^3.0.10
@smithy/util-defaults-mode-node,@smithy/credential-provider-imds,^3.2.5
@smithy/util-defaults-mode-node,@smithy/node-config-provider,^3.1.9
@smithy/util-defaults-mode-node,@smithy/property-provider,^3.1.8
@smithy/util-defaults-mode-node,@smithy/smithy-client,^3.4.2
@smithy/util-defaults-mode-node,@smithy/types,^3.6.0
@smithy/util-defaults-mode-node,tslib,^2.6.2
redeyed,esprima,~4.0.0
@sinonjs/commons,type-detect,4.0.8
@smithy/util-endpoints,@smithy/node-config-provider,^3.1.9
@smithy/util-endpoints,@smithy/types,^3.6.0
@smithy/util-endpoints,tslib,^2.6.2
@smithy/util-waiter,@smithy/abort-controller,^3.1.6
@smithy/util-waiter,@smithy/types,^3.6.0
@smithy/util-waiter,tslib,^2.6.2
find-node-modules,findup-sync,^4.0.0
find-node-modules,merge,^2.1.1
@octokit/types,@octokit/openapi-types,^22.2.0
p-waterfall,p-reduce,^3.0.0
ai,@ai-sdk/vue,0.0.59
ai,json-schema,^0.4.0
ai,@ai-sdk/react,0.0.70
ai,@ai-sdk/solid,0.0.54
ai,jsondiffpatch,0.6.0
ai,@ai-sdk/svelte,0.0.57
ai,@ai-sdk/provider,0.0.26
ai,@ai-sdk/ui-utils,0.0.50
ai,secure-json-parse,^2.7.0
ai,@opentelemetry/api,1.9.0
ai,eventsource-parser,1.1.2
ai,zod-to-json-schema,^3.23.3
ai,@ai-sdk/provider-utils,1.0.22
@react-aria/interactions,@swc/helpers,^0.5.0
@react-aria/interactions,@react-aria/ssr,^3.9.6
@react-aria/interactions,@react-aria/utils,^3.25.3
@react-aria/interactions,@react-types/shared,^3.25.0
@vitest/utils,loupe,^3.1.2
@vitest/utils,tinyrainbow,^1.2.0
@vitest/utils,@vitest/pretty-format,2.1.4
typeahead.js,jquery,>=1.7
eslint-plugin-ember,@ember-data/rfc395-data,^0.0.4
eslint-plugin-ember,css-tree,^2.3.1
eslint-plugin-ember,ember-eslint-parser,^0.5.3
eslint-plugin-ember,ember-rfc176-data,^0.3.18
eslint-plugin-ember,eslint-utils,^3.0.0
eslint-plugin-ember,estraverse,^5.3.0
eslint-plugin-ember,lodash.camelcase,^4.3.0
