id,name,owner,watchers,created_at,updated_at,size,stars,open_issues_count,forks,topic
180328715,zustand,pmndrs,47779,2019-04-09T09:10:06Z,2024-11-08T14:39:31Z,7218,47779,4,1480,Project Management
643445235,lobe-chat,lobehub,44301,2023-05-21T07:19:12Z,2024-11-08T15:05:54Z,270756,44301,413,9926,Project Management
207645083,query,TanStack,42432,2019-09-10T19:23:58Z,2024-11-08T14:41:14Z,75122,42432,85,2897,Project Management
174038031,react-hook-form,react-hook-form,41528,2019-03-05T23:47:10Z,2024-11-08T12:31:57Z,28714,41528,73,2081,Project Management
5625464,pyenv,pyenv,39301,2012-08-31T06:57:52Z,2024-11-08T14:33:59Z,5238,39301,69,3050,Project Management
612230,nvm,nvm-sh,79978,2010-04-15T17:47:47Z,2024-11-08T15:18:28Z,3700,79978,357,8004,Task Manager
357728969,bun,oven-sh,74127,2021-04-14T00:48:17Z,2024-11-08T15:20:33Z,207246,74127,3951,2764,Task Manager
162279822,Motrix,agalwood,45641,2018-12-18T11:45:05Z,2024-11-08T14:20:22Z,69808,45641,740,4557,Task Manager
10187082,pm2,Unitech,41533,2013-05-21T03:25:25Z,2024-11-08T09:46:40Z,13236,41533,988,2624,Task Manager
53238813,brew,Homebrew,41326,2016-03-06T05:08:38Z,2024-11-08T15:13:34Z,90608,41326,68,9720,Task Manager
164140756,Files,files-community,34465,2019-01-04T18:19:14Z,2024-11-08T14:48:08Z,236365,34465,485,2191,Task Manager
12732573,vim-plug,junegunn,34142,2013-09-10T14:58:51Z,2024-11-08T14:30:54Z,8950,34142,78,1930,Task Manager
164574693,AnotherRedisDesktopManager,qishibo,30636,2019-01-08T06:01:56Z,2024-11-08T14:41:30Z,5547,30636,123,2571,Task Manager
50565430,pnpm,pnpm,29705,2016-01-28T07:40:43Z,2024-11-08T14:21:06Z,172345,29705,1705,1012,Task Manager
1864363,composer,composer,28622,2011-06-08T08:53:00Z,2024-11-08T14:01:22Z,27345,28622,113,4551,Task Manager
229764465,30-Days-Of-JavaScript,Asabeneh,43221,2019-12-23T14:07:40Z,2024-11-08T15:19:15Z,124975,43221,345,10021,Calendar
